frequency,r1,r2,r3,r4,r5,c1,c2,c3
2.000000000000000e+01,0.000000000000000e+00,-3.736996421211035e-08,-4.007677926285092e-07,-2.347883779578088e-07,2.424977666631575e-07,-7.440717587715594e-08,-2.219120904763919e-07,-1.674344020443153e-04,-4.155940106749369e-04,6.975350945833835e-06,1.731818771436852e-05,6.774946608411584e+02,-1.789021004301715e+05,8.506495471989755e+04,-1.311432742876960e+05,-1.010531679671811e+06,-1.608973994701965e+06
2.049382716049383e+01,0.000000000000000e+00,-4.796097459309692e-08,-4.364977205065453e-07,-2.413522177630428e-07,2.501017329679795e-07,-7.731563382097999e-08,-2.281783763045184e-07,-1.743458194676521e-04,-4.247698556873817e-04,7.263264543388317e-06,1.770058257873746e-05,-1.853816646740451e+03,-1.954205424199194e+05,8.742848431190521e+04,-1.457895508645810e+05,-1.048093873994724e+06,-1.642643710664448e+06
2.098765432098765e+01,0.000000000000000e+00,-5.999049930025449e-08,-4.744063551708974e-07,-2.481665133195755e-07,2.574083578131573e-07,-8.028806687251326e-08,-2.345977039558812e-07,-1.813918957787590e-04,-4.339769013147309e-04,7.556787373792199e-06,1.808427923246534e-05,-4.836770837368658e+03,-2.130417287767799e+05,8.940854720186465e+04,-1.614457575904722e+05,-1.086324808703044e+06,-1.676895336173092e+06
2.148148148148148e+01,0.000000000000000e+00,-7.357391335234200e-08,-5.145768103776626e-07,-2.552756141725314e-07,2.644013771986858e-07,-8.333027309872525e-08,-2.411814334235171e-07,-1.885795546866983e-04,-4.432217853136279e-04,7.856207900160275e-06,1.846955431813369e-05,-8.313753973981808e+03,-2.318185498261820e+05,9.095828695625355e+04,-1.781452039476435e+05,-1.125286906279322e+06,-1.711799892150558e+06
2.197530864197530e+01,0.000000000000000e+00,-8.883319455282091e-08,-5.570960291811173e-07,-2.627258400371292e-07,2.710656961898128e-07,-8.644858643598500e-08,-2.479413105652790e-07,-1.959163650621850e-04,-4.525109828259527e-04,8.161841466429020e-06,1.885667770752949e-05,-1.232999513791301e+04,-2.518067487631099e+05,9.202892366520986e+04,-1.959222574650731e+05,-1.165047738222142e+06,-1.747428520064411e+06
2.246913580246913e+01,0.000000000000000e+00,-1.058975669829562e-07,-6.020551690358024e-07,-2.705655596045168e-07,2.773872916393780e-07,-8.964990401124949e-08,-2.548895015394819e-07,-2.034105496214191e-04,-4.618507943373723e-04,8.474030659320023e-06,1.924591200022346e-05,-1.693384796637712e+04,-2.730651687905204e+05,9.256955357633237e+04,-2.148125456056385e+05,-1.205680169650055e+06,-1.783852620889695e+06
2.296296296296295e+01,0.000000000000000e+00,-1.249042200783304e-07,-6.495499956268177e-07,-2.788453007745219e-07,2.833531171911650e-07,-9.294171837132818e-08,-2.620386303149148e-07,-2.110709967628596e-04,-4.712473336957751e-04,8.793145801688528e-06,1.963751202466255e-05,-2.217710595061550e+04,-2.956560137688491e+05,9.252691643439310e+04,-2.348531605084527e+05,-1.247262550133084e+06,-1.821144008035899e+06
2.345679012345678e+01,0.000000000000000e+00,-1.459991090972384e-07,-6.996812851860363e-07,-2.876178927931414e-07,2.889510125130562e-07,-9.633215505050769e-08,-2.694018193048130e-07,-2.189072757437340e-04,-4.807065158112579e-04,9.119585585037956e-06,2.003172432601378e-05,-2.811535456869994e+04,-3.196451231295567e+05,9.184512906171157e+04,-2.560828661440967e+05,-1.289878952901560e+06,-1.859375071448482e+06
2.395061728395061e+01,0.000000000000000e+00,-1.693378437142167e-07,-7.525552351292758e-07,-2.969386409539471e-07,2.941696185649521e-07,-9.983001595730272e-08,-2.769927332005186e-07,-2.269296553777988e-04,-4.902340436472945e-04,9.453777848768160e-06,2.042878662449475e-05,-3.480836373973481e+04,-3.451022615436490e+05,9.046538328902554e+04,-2.785423072730421e+05,-1.333619463519975e+06,-1.898618948458392e+06
2.444444444444443e+01,0.000000000000000e+00,-1.950866725136427e-07,-8.082838828570791e-07,-3.068655347507060e-07,2.989983006020410e-07,-1.034448291157521e-07,-2.848256261046344e-07,-2.351491264343096e-04,-4.998353941000152e-04,9.796180513656827e-06,2.082892722740115e-05,-4.232052471015751e+04,-3.721014252585590e+05,8.832560635635382e+04,-3.022742207608087e+05,-1.378580524917223e+06,-1.938949705027530e+06
2.493827160493826e+01,0.000000000000000e+00,-2.234235723493536e-07,-8.669855325126360e-07,-3.174594906508942e-07,3.034270805618182e-07,-1.071869053682536e-07,-2.929153920899256e-07,-2.435774279209301e-04,-5.095158023424165e-04,1.014728267719234e-05,2.123236437720045e-05,-5.072133593982722e+04,-4.007211652875458e+05,8.536008088788032e+04,-3.273236484343427e+05,-1.424865338454441e+06,-1.980442519997375e+06
2.543209876543208e+01,0.000000000000000e+00,-2.545394528733248e-07,-9.287851893547720e-07,-3.287846309847395e-07,3.074465804768288e-07,-1.110674027265365e-07,-3.012776193326074e-07,-2.522270774383686e-04,-5.192802441870085e-04,1.050760587858298e-05,2.163930551708972e-05,-6.008594335416461e+04,-4.310449292776447e+05,8.149902151730428e+04,-3.537381519526191e+05,-1.472584327767340e+06,-2.023173874540869e+06
2.592592592592591e+01,0.000000000000000e+00,-2.886394880471569e-07,-9.938150011871378e-07,-3.409086008181544e-07,3.110479786064717e-07,-1.150983991517361e-07,-3.099286479918893e-07,-2.611114058032648e-04,-5.291334159900211e-04,1.087770554163885e-05,2.204994645415290e-05,-7.049574098725035e+04,-4.631614227754416e+05,7.666810434994703e+04,-3.815680292339251e+05,-1.521855668122568e+06,-2.067221742418973e+06
