frequency,av_mag
2.000000000000000e+01,0.000000000000000e+00,9.771805512941607e-01,0.0
2.100000000000000e+01,0.000000000000000e+00,9.754253673062176e-01,0.0
2.200000000000000e+01,0.000000000000000e+00,9.736287628800744e-01,0.0
2.300000000000000e+01,0.000000000000000e+00,9.717853530121542e-01,0.0
2.400000000000000e+01,0.000000000000000e+00,9.698884504777592e-01,0.0
2.500000000000000e+01,0.000000000000000e+00,9.679300321963598e-01,0.0
2.600000000000000e+01,0.000000000000000e+00,9.659006727839268e-01,0.0
2.700000000000000e+01,0.000000000000000e+00,9.637894404280443e-01,0.0
2.800000000000000e+01,0.000000000000000e+00,9.615837494268029e-01,0.0
2.900000000000000e+01,0.000000000000000e+00,9.592691624394074e-01,0.0
3.000000000000000e+01,0.000000000000000e+00,9.568291336424728e-01,0.0
3.100000000000000e+01,0.000000000000000e+00,9.542446814516765e-01,0.0
3.200000000000000e+01,0.000000000000000e+00,9.514939760980454e-01,0.0
3.300000000000000e+01,0.000000000000000e+00,9.485518228870535e-01,0.0
3.400000000000000e+01,0.000000000000000e+00,9.453890160806879e-01,0.0
3.500000000000000e+01,0.000000000000000e+00,9.419715305400779e-01,0.0
3.600000000000000e+01,0.000000000000000e+00,9.382595078704598e-01,0.0
3.700000000000000e+01,0.000000000000000e+00,9.342059798732233e-01,0.0
3.800000000000000e+01,0.000000000000000e+00,9.297552533079841e-01,0.0
3.900000000000000e+01,0.000000000000000e+00,9.248408544326959e-01,0.0
4.000000000000000e+01,0.000000000000000e+00,9.193828969244587e-01,0.0
4.100000000000000e+01,0.000000000000000e+00,9.132846889229230e-01,0.0
4.200000000000000e+01,0.000000000000000e+00,9.064283290258344e-01,0.0
4.300000000000000e+01,0.000000000000000e+00,8.986689501097495e-01,0.0
4.400000000000000e+01,0.000000000000000e+00,8.898271445421090e-01,0.0
4.500000000000000e+01,0.000000000000000e+00,8.796789327685856e-01,0.0
4.600000000000000e+01,0.000000000000000e+00,8.679424056710440e-01,0.0
4.700000000000000e+01,0.000000000000000e+00,8.542598673345286e-01,0.0
4.800000000000000e+01,0.000000000000000e+00,8.381739285151681e-01,0.0
4.900000000000000e+01,0.000000000000000e+00,8.190955896226646e-01,0.0
5.000000000000000e+01,0.000000000000000e+00,7.962620429076562e-01,0.0
5.100000000000000e+01,0.000000000000000e+00,7.686820941956516e-01,0.0
5.200000000000000e+01,0.000000000000000e+00,7.350686679253268e-01,0.0
5.300000000000000e+01,0.000000000000000e+00,6.937628337519184e-01,0.0
5.400000000000000e+01,0.000000000000000e+00,6.426662143520459e-01,0.0
5.500000000000000e+01,0.000000000000000e+00,5.792253580009940e-01,0.0
5.600000000000000e+01,0.000000000000000e+00,5.005605239525357e-01,0.0
5.700000000000000e+01,0.000000000000000e+00,4.038989001231540e-01,0.0
5.800000000000000e+01,0.000000000000000e+00,2.875096610858150e-01,0.0
5.900000000000000e+01,0.000000000000000e+00,1.522433961319020e-01,0.0
6.000000000000000e+01,0.000000000000000e+00,1.378378515851931e-02,0.0
6.100000000000000e+01,0.000000000000000e+00,1.546755591567600e-01,0.0
